Geneid,Control1,Control2,Control3,Disease1,Disease2,Disease3
ENSG00000229840.2,7,4,2,5,15,11
ENSG00000236975.2,75,68,89,52,123,196
ENSG00000233920.2,25,31,24,11,23,37
ENSG00000177800.2,44,39,47,11,65,66
ENSG00000177788.7,213,163,180,63,202,316
ENSG00000168118.12,340,265,367,68,229,247
ENSG00000237481.1,9,4,20,8,16,23
ENSG00000154429.11,127,120,160,45,151,224
ENSG00000252506.1,4,5,6,3,12,10
ENSG00000288862.1,47,49,52,22,42,105
ENSG00000252051.1,9,5,19,8,22,24
ENSG00000230331.1,12,10,19,5,13,16
ENSG00000143632.15,41758,44605,57789,8979,22385,21853
ENSG00000290037.1,0,0,0,0,0,0
ENSG00000069248.12,557,372,467,109,382,496
ENSG00000226920.1,0,0,0,0,0,0
ENSG00000223635.2,20,15,28,12,24,33
ENSG00000135776.5,251,156,269,80,185,248
ENSG00000199672.1,6,8,10,1,8,9
ENSG00000201492.1,19,12,14,3,23,32
ENSG00000229367.1,6,2,6,4,9,13
ENSG00000135801.11,178,147,248,61,197,257
ENSG00000135763.10,242,164,253,89,269,340
ENSG00000213028.3,25,21,22,10,39,45
ENSG00000225984.1,11,7,14,1,14,19
ENSG00000227043.3,98,76,88,56,164,212
ENSG00000228058.4,30,42,43,18,43,63
ENSG00000143641.10,987,536,533,159,351,596
ENSG00000227006.2,66,47,49,35,84,111
ENSG00000224407.1,0,0,0,0,0,0
ENSG00000177614.11,346,311,329,138,386,607
ENSG00000282564.3,71,44,55,31,100,122
ENSG00000232964.2,19,4,17,6,14,30
ENSG00000235817.2,13,4,9,7,8,22
ENSG00000135775.14,271,196,212,65,228,250
ENSG00000135744.9,254,223,210,110,259,404
ENSG00000244137.1,22,15,22,17,23,66
ENSG00000135773.13,140,139,156,67,201,284
ENSG00000202063.1,26,10,16,6,11,22
ENSG00000225656.1,27,13,23,6,33,45
ENSG00000119280.17,567,208,267,112,261,305
ENSG00000223393.2,27,23,35,7,40,48
ENSG00000288037.1,11,9,7,5,12,16
ENSG00000287395.1,11,18,18,0,12,30
ENSG00000240502.2,13,10,11,1,15,11
ENSG00000143643.13,199,148,202,46,190,263
ENSG00000173409.14,99,64,119,30,105,113
ENSG00000182118.8,69,50,64,11,84,80
ENSG00000283799.1,0,0,0,0,0,0
ENSG00000227934.1,21,18,15,8,33,36
ENSG00000229595.1,10,16,8,1,16,16
ENSG00000119283.16,322,274,315,130,430,586
ENSG00000235710.6,40,51,53,22,71,86
ENSG00000143633.13,74,61,89,40,70,131
ENSG00000116906.13,567,398,499,130,289,393
ENSG00000222407.1,11,11,13,2,12,12
ENSG00000116903.7,255,139,205,57,114,180
ENSG00000010072.16,139,84,119,44,132,180
ENSG00000287450.1,6,2,11,2,6,15
ENSG00000135766.9,539,255,233,40,128,128
ENSG00000287856.1,5,6,4,3,6,5
ENSG00000223982.3,15,10,8,4,13,24
ENSG00000233461.6,83,65,76,30,83,111
ENSG00000116918.15,136,76,91,26,77,99
ENSG00000270106.6,0,0,0,0,0,0
ENSG00000229228.1,25,9,18,5,22,31
ENSG00000162946.24,164,121,186,65,249,293
ENSG00000222986.1,1,3,6,2,2,6
ENSG00000286071.3,158,112,155,52,143,276
ENSG00000274121.1,4,0,4,2,2,1
ENSG00000226758.1,37,29,33,9,53,56
ENSG00000235152.1,37,51,38,21,45,59
ENSG00000236372.1,52,36,36,21,57,91
ENSG00000224436.1,12,9,16,2,5,19
ENSG00000242794.2,21,6,16,8,18,34
ENSG00000116991.12,357,274,469,152,466,658
ENSG00000238382.1,2,0,5,2,7,6
ENSG00000225919.1,8,12,21,12,15,42
ENSG00000236497.2,80,61,61,23,84,95
ENSG00000212916.6,102,71,84,33,93,135
ENSG00000206835.1,2,7,4,4,8,14
ENSG00000286774.1,32,16,43,10,38,74
ENSG00000232175.1,17,17,16,6,22,44
ENSG00000135778.12,378,358,525,123,337,486
ENSG00000135749.20,260,271,276,142,406,574
ENSG00000231940.1,9,4,21,3,25,21
ENSG00000251508.1,0,0,0,0,2,0
ENSG00000143674.11,171,130,137,47,173,243
ENSG00000252501.1,3,5,7,2,11,17
ENSG00000287423.1,37,44,30,12,52,90
ENSG00000289305.1,25,9,13,2,25,26
ENSG00000135750.15,50,42,45,5,61,82
ENSG00000265744.1,11,8,7,3,14,22
ENSG00000286109.1,39,28,30,16,48,58
ENSG00000225486.1,13,8,12,0,19,19
ENSG00000286666.1,43,35,70,10,54,86
ENSG00000287921.1,40,22,15,10,32,33
ENSG00000183780.13,130,109,141,62,187,220
ENSG00000236101.1,11,10,16,4,8,25
ENSG00000233332.1,55,45,42,23,55,78
ENSG00000231272.1,16,5,15,11,24,32
ENSG00000236244.1,28,21,25,8,22,31
ENSG00000232166.1,8,16,9,7,10,29
ENSG00000264377.1,7,1,3,1,9,5
ENSG00000235605.1,4,14,8,8,8,6
ENSG00000236358.1,15,11,25,7,21,39
ENSG00000273367.1,11,6,7,0,10,15
ENSG00000231663.3,24,31,21,5,32,37
ENSG00000168275.16,87,69,100,29,53,75
ENSG00000059588.10,369,258,442,148,354,506
ENSG00000231768.2,55,31,56,23,74,85
ENSG00000288760.1,9,17,12,6,19,19
ENSG00000286210.1,43,40,52,25,59,95
ENSG00000287633.1,120,91,82,38,120,147
ENSG00000230404.1,18,8,7,2,12,29
ENSG00000212144.1,8,4,10,4,14,16
ENSG00000289057.1,20,11,8,10,16,24
ENSG00000168264.11,417,301,412,144,329,395
ENSG00000228830.1,0,0,0,0,0,0
ENSG00000224939.1,44,39,44,15,61,95
ENSG00000272362.1,14,8,12,3,15,30
ENSG00000228044.3,43,52,40,22,62,99
ENSG00000241475.1,16,11,16,3,34,34
ENSG00000230628.1,50,60,58,22,79,113
ENSG00000282097.1,33,32,42,9,56,77
ENSG00000227630.4,120,94,90,37,107,210
ENSG00000279261.2,55,47,44,29,70,87
ENSG00000289377.2,21,23,27,9,21,47
ENSG00000286263.1,80,65,57,38,92,151
ENSG00000201638.2,4,4,3,0,5,3
ENSG00000239690.3,19,5,13,1,22,10
ENSG00000237520.2,16,8,21,4,27,25
ENSG00000238005.5,67,61,76,40,76,124
ENSG00000258082.2,35,43,34,21,44,85
ENSG00000280587.3,113,84,84,44,131,176
ENSG00000233018.1,16,14,8,4,11,23
ENSG00000273416.1,18,19,9,1,14,38
ENSG00000173726.11,487,444,671,160,346,570
ENSG00000207181.1,10,5,9,6,11,16
ENSG00000188739.15,201,122,209,46,145,197
ENSG00000054267.22,434,284,380,99,354,405
ENSG00000289114.1,16,10,18,4,25,18
ENSG00000263439.1,8,8,4,1,6,4
ENSG00000236863.2,15,30,17,7,17,22
ENSG00000152904.11,81,77,118,24,72,97
ENSG00000285053.1,6,4,2,0,1,3
ENSG00000227962.1,7,6,6,0,6,8
ENSG00000230026.2,65,39,35,14,33,76
ENSG00000285177.1,12,5,7,7,15,24
ENSG00000284770.2,41,19,44,6,50,59
ENSG00000229795.2,13,11,13,0,15,16
ENSG00000162885.14,429,346,495,102,347,443
ENSG00000238236.1,23,9,15,11,38,33
ENSG00000235638.1,4,9,20,5,17,30
ENSG00000231199.2,41,24,23,18,33,54
ENSG00000226663.2,12,12,14,8,18,23
ENSG00000231582.2,1,2,3,0,3,5
ENSG00000232714.1,1,3,6,3,5,3
ENSG00000235761.2,4,4,8,1,2,11
ENSG00000168243.11,135,93,114,53,195,224
ENSG00000270710.1,14,10,18,15,33,38
ENSG00000227236.2,53,43,40,27,54,84
ENSG00000143669.16,550,435,641,163,665,689
ENSG00000235674.2,20,33,34,7,47,29
ENSG00000229463.2,10,6,4,1,15,6
ENSG00000222831.1,10,3,4,1,6,12
ENSG00000206803.1,16,13,8,4,13,11
ENSG00000237845.1,27,29,19,6,33,30
ENSG00000229291.1,8,12,16,8,12,28
ENSG00000116962.15,649,272,482,180,572,615
ENSG00000252822.1,7,1,2,2,10,12
ENSG00000235371.1,84,73,75,33,99,153
ENSG00000286142.2,32,35,27,16,48,53
ENSG00000077585.14,73,62,82,24,93,109
ENSG00000086619.15,130,86,128,35,158,159
ENSG00000222650.1,4,7,8,0,5,4
ENSG00000237922.1,23,25,18,8,31,51
ENSG00000186197.15,98,74,60,33,110,139
ENSG00000244457.2,0,0,0,0,0,0
ENSG00000116977.19,152,132,167,61,193,249
ENSG00000223776.5,39,38,30,26,62,92
ENSG00000273058.2,10,13,31,9,18,38
ENSG00000230325.1,9,16,14,4,15,19
ENSG00000119285.11,383,242,402,125,394,499
ENSG00000077522.15,52156,37055,34379,5274,22022,22683
ENSG00000116984.15,1586,977,1408,297,1047,1444
ENSG00000226498.2,28,23,34,10,29,46
ENSG00000237991.3,38,33,32,7,42,36
ENSG00000244020.3,27,13,8,5,22,25
ENSG00000288099.1,14,13,7,7,19,15
ENSG00000198626.18,565,493,581,218,862,1034
ENSG00000252396.1,17,9,12,3,14,14
ENSG00000266262.1,4,7,8,5,13,8
ENSG00000252290.1,2,2,1,1,4,2
ENSG00000289628.1,49,30,37,12,56,52
ENSG00000237250.3,48,53,48,15,71,107
ENSG00000116996.10,88,80,93,40,138,186
ENSG00000243781.1,0,0,0,0,0,0
ENSG00000283174.1,18,9,11,4,18,23
ENSG00000283166.1,17,5,12,5,22,26
ENSG00000283377.1,15,19,21,10,39,29
ENSG00000232154.2,25,16,23,3,26,22
ENSG00000225723.1,7,2,2,3,15,6
ENSG00000227860.1,27,20,16,12,32,56
ENSG00000230019.1,22,27,22,7,23,30
ENSG00000234464.2,28,18,16,8,40,53
ENSG00000232989.1,2,2,2,1,6,10
ENSG00000252371.1,3,3,0,0,1,2
ENSG00000215808.4,66,65,83,32,142,171
ENSG00000231877.1,48,41,45,16,65,72
ENSG00000215149.3,25,23,21,10,42,57
ENSG00000224783.1,37,22,29,8,29,52
ENSG00000287177.1,71,50,64,33,71,113
ENSG00000227854.1,1,10,8,4,4,6
ENSG00000287589.1,51,54,39,17,69,96
ENSG00000259776.1,23,19,27,8,50,38
ENSG00000133019.12,194,156,216,63,255,390
ENSG00000233355.7,82,60,67,21,97,120
ENSG00000234601.1,11,11,5,4,20,18
ENSG00000231979.1,5,5,8,2,10,11
ENSG00000215805.3,38,9,37,14,56,59
ENSG00000287102.1,19,13,16,4,17,27
ENSG00000217327.3,12,8,8,4,13,19
ENSG00000155816.21,182,142,159,63,193,299
ENSG00000228818.1,73,60,47,34,72,110
ENSG00000202041.1,4,3,3,1,9,11
ENSG00000223694.1,17,24,24,16,23,40
ENSG00000233735.5,5,1,4,6,6,12
ENSG00000252317.1,0,3,2,0,2,8
ENSG00000233519.1,26,16,18,7,19,35
ENSG00000180875.5,67,92,140,54,137,197
ENSG00000224359.2,0,1,6,1,10,9
ENSG00000226014.1,11,19,8,5,25,30
ENSG00000231440.1,13,12,17,2,15,17
ENSG00000228844.1,19,22,17,7,30,25
ENSG00000251750.1,5,6,8,1,4,6
ENSG00000234872.2,6,12,11,11,9,32
ENSG00000199241.1,2,1,3,0,3,4
ENSG00000230015.4,25,16,13,7,29,39
ENSG00000226919.4,53,48,53,11,46,54
ENSG00000182901.18,188,128,172,51,199,227
ENSG00000223963.2,40,24,25,17,52,64
ENSG00000215802.3,15,6,19,5,17,26
ENSG00000233615.1,20,24,22,5,31,40
ENSG00000238085.1,19,12,20,3,25,21
ENSG00000265831.1,5,1,4,5,2,6
ENSG00000224348.2,10,7,14,5,9,14
ENSG00000286496.1,64,58,69,34,101,132
ENSG00000287516.1,279,186,208,85,317,366
ENSG00000287738.1,71,39,67,19,79,108
ENSG00000091483.8,996,757,1040,184,421,531
ENSG00000117009.12,83,67,74,17,116,154
ENSG00000054277.14,11,13,13,4,21,36
ENSG00000203668.3,188,166,246,45,194,187
ENSG00000287513.1,23,19,34,7,35,49
ENSG00000162843.18,96,81,102,38,157,238
ENSG00000288723.1,23,9,21,5,30,34
ENSG00000229022.1,20,14,17,3,26,34
ENSG00000174371.17,66,64,72,29,96,145
ENSG00000235990.2,15,5,7,1,24,12
ENSG00000196289.7,79,53,68,21,74,81
ENSG00000213026.4,19,18,18,9,23,37
ENSG00000197769.6,45,40,51,14,48,97
ENSG00000224625.2,93,76,67,24,131,131
ENSG00000277099.1,46,36,40,22,61,81
ENSG00000180287.17,159,120,161,50,173,294
ENSG00000272865.2,67,60,72,28,73,95
ENSG00000252084.1,3,3,10,6,9,12
ENSG00000224525.2,36,22,46,13,45,63
ENSG00000226750.1,5,8,5,3,13,18
ENSG00000235467.1,12,10,8,2,9,14
ENSG00000213690.3,8,15,14,6,9,15
ENSG00000270859.1,13,13,11,1,12,26
ENSG00000215800.2,9,7,8,2,8,23
ENSG00000270818.1,31,22,25,11,44,63
ENSG00000277704.1,36,23,25,10,43,38
ENSG00000230199.1,1,8,7,4,10,4
ENSG00000234116.1,33,19,14,9,32,29
ENSG00000291216.1,20,8,16,4,7,11
ENSG00000231512.7,0,0,0,0,0,1
ENSG00000278455.1,49,51,80,44,90,108
ENSG00000253326.2,43,32,39,21,62,66
ENSG00000291217.1,149,117,129,36,193,214
ENSG00000212230.1,3,1,9,0,4,9
ENSG00000214837.9,0,0,0,0,0,0
ENSG00000143702.16,593,411,661,121,434,453
ENSG00000227230.1,3,10,4,1,6,7
ENSG00000232085.1,6,4,5,1,4,5
ENSG00000054282.16,171,163,197,57,198,241
ENSG00000224727.1,27,16,27,8,15,26
ENSG00000265201.1,11,7,5,5,7,11
ENSG00000117020.19,437,297,466,147,495,481
ENSG00000236031.1,11,8,13,8,12,18
ENSG00000226766.1,9,8,7,5,8,15
ENSG00000232184.1,12,4,14,2,16,17
ENSG00000228939.1,19,13,18,6,23,30
ENSG00000226828.2,65,62,74,31,78,146
ENSG00000289055.2,38,25,17,12,48,59
ENSG00000179456.12,619,521,788,164,452,463
ENSG00000279774.1,55,35,52,17,58,78
ENSG00000229960.1,37,24,33,16,33,54
ENSG00000286486.1,53,46,43,19,86,83
ENSG00000244066.3,4,5,2,1,8,8
ENSG00000237759.1,23,14,26,10,29,17
ENSG00000287531.1,32,20,29,18,44,51
ENSG00000289439.2,32,44,24,12,43,57
ENSG00000173728.11,30,25,31,13,38,46
ENSG00000240963.1,2,9,5,4,4,21
ENSG00000225401.2,17,25,22,15,29,63
ENSG00000035687.10,140,109,156,47,108,187
ENSG00000179397.18,98,74,87,38,80,171
ENSG00000227735.1,6,9,6,4,14,17
ENSG00000121644.19,238,215,325,73,226,229
ENSG00000232059.3,8,12,7,5,8,15
ENSG00000284188.3,44,36,49,19,55,69
ENSG00000282317.1,7,9,11,5,14,24
ENSG00000287601.1,28,13,15,8,24,29
ENSG00000203667.10,365,191,366,82,266,296
ENSG00000153187.21,3241,1723,2444,533,1846,2027
ENSG00000273175.2,24,8,16,1,25,31
ENSG00000201758.1,6,9,8,1,6,11
ENSG00000252073.1,1,2,4,1,4,8
ENSG00000272195.1,33,37,31,18,44,48
ENSG00000203666.13,44,61,46,10,68,78
ENSG00000252282.1,5,8,10,1,4,11
ENSG00000251754.1,0,0,5,2,1,6
ENSG00000223353.2,24,21,26,16,39,43
ENSG00000201170.1,11,3,6,2,11,7
ENSG00000162849.16,503,415,477,221,669,871
ENSG00000232192.1,34,33,43,13,44,74
ENSG00000232793.2,13,8,12,7,14,16
ENSG00000238224.1,13,10,15,5,11,24
ENSG00000231612.1,14,21,12,2,24,24
ENSG00000185420.19,130,126,166,63,128,194
ENSG00000235096.2,19,11,14,6,14,25
ENSG00000226876.3,30,26,42,14,50,63
ENSG00000225222.2,9,9,13,9,26,15
ENSG00000202184.1,2,8,7,4,5,9
ENSG00000230184.1,24,7,21,4,15,14
ENSG00000207326.1,3,2,4,1,3,4
ENSG00000227728.2,132,120,134,66,186,265
ENSG00000242042.1,40,29,39,15,44,66
ENSG00000230813.1,28,31,11,9,30,58
ENSG00000229112.1,11,6,4,7,7,15
ENSG00000162851.8,183,103,121,39,109,137
ENSG00000162852.14,962,346,570,111,384,426
ENSG00000225300.1,85,53,58,29,70,110
ENSG00000228955.2,17,5,7,3,8,8
ENSG00000260698.1,83,61,69,40,114,125
ENSG00000235021.1,10,8,7,1,12,23
ENSG00000143653.10,280,264,379,81,190,233
ENSG00000228879.1,6,7,7,7,21,14
ENSG00000223519.8,108,104,98,49,126,233
ENSG00000260855.1,72,59,72,25,102,112
ENSG00000227953.7,94,96,97,73,146,235
ENSG00000235386.1,0,0,0,0,0,0
ENSG00000252011.1,5,4,7,5,5,11
ENSG00000153207.16,717,568,774,177,574,741
ENSG00000197472.15,50,49,47,15,64,90
ENSG00000135747.11,1,4,7,0,2,9
ENSG00000236775.1,22,8,8,6,41,56
ENSG00000277462.2,71,44,74,20,113,123
ENSG00000215796.3,17,19,19,9,25,35
ENSG00000228982.1,22,17,16,3,43,37
ENSG00000188295.15,81,52,86,22,79,110
ENSG00000286747.1,32,26,25,15,42,49
ENSG00000221953.5,104,75,70,20,79,83
ENSG00000226164.2,22,30,27,15,21,52
ENSG00000196418.13,127,103,145,32,167,172
ENSG00000224014.1,7,9,2,1,16,14
ENSG00000215795.2,39,46,33,21,67,94
ENSG00000259865.1,9,6,8,6,5,7
ENSG00000290124.1,1,2,2,1,6,2
ENSG00000227671.5,49,25,54,28,52,59
ENSG00000290683.1,26,12,21,7,30,40
ENSG00000283881.1,0,0,0,0,0,0
ENSG00000252516.1,15,15,13,3,18,14
ENSG00000232347.1,16,14,13,8,16,31
ENSG00000214144.3,43,42,26,12,57,54
ENSG00000235818.3,15,8,15,1,16,43
ENSG00000197617.9,16,15,21,5,35,50
ENSG00000289566.2,16,20,33,21,43,59
ENSG00000202079.1,1,2,2,2,3,2
ENSG00000162714.13,340,294,352,152,375,546
ENSG00000289234.2,285,205,296,99,301,461
ENSG00000289728.1,4,3,3,2,1,12
ENSG00000286216.1,65,60,77,26,73,78
ENSG00000162711.18,31,28,40,12,31,86
ENSG00000177535.10,135,83,113,52,180,222
ENSG00000290684.1,10,3,9,5,26,39
ENSG00000203664.8,0,0,0,0,0,0
ENSG00000169224.13,99,62,70,32,116,153
ENSG00000196242.10,119,115,117,62,171,262
ENSG00000236817.5,17,17,16,7,11,43
ENSG00000177489.1,6,17,20,7,29,27
ENSG00000177476.3,12,17,20,7,30,46
ENSG00000283369.1,0,2,2,2,4,9
ENSG00000198452.8,37,21,26,8,42,70
ENSG00000235749.3,37,17,18,8,35,50
ENSG00000230411.1,14,15,10,3,20,32
ENSG00000197437.5,40,25,41,14,56,61
ENSG00000169214.5,26,28,30,8,35,47
ENSG00000239395.2,0,0,0,0,0,0
ENSG00000241128.3,31,24,50,14,38,73
ENSG00000153230.4,20,16,23,5,34,46
ENSG00000221888.4,18,13,22,6,28,35
ENSG00000228336.2,69,30,47,14,59,87
ENSG00000196772.5,22,13,18,4,28,37
ENSG00000232908.3,11,11,17,8,32,34
ENSG00000230576.1,14,12,21,4,22,51
ENSG00000197591.3,17,11,23,8,30,49
ENSG00000162722.9,161,97,130,50,141,255
ENSG00000238243.3,19,23,28,7,34,57
ENSG00000177462.9,27,36,24,12,30,56
ENSG00000177275.4,28,17,25,14,42,49
ENSG00000226191.3,60,48,46,13,41,76
ENSG00000289367.2,10,4,6,5,8,18
ENSG00000224830.2,13,5,10,2,11,9
ENSG00000279263.1,18,14,16,7,26,40
ENSG00000187080.10,17,11,12,6,20,37
ENSG00000237492.1,12,10,18,7,22,33
ENSG00000290612.1,1,0,4,0,1,7
ENSG00000224227.4,0,0,0,0,0,0
ENSG00000199442.1,4,2,4,4,7,5
ENSG00000232215.2,18,15,15,3,31,32
ENSG00000197454.2,30,15,29,8,46,48
ENSG00000200085.1,6,5,4,2,8,0
ENSG00000203663.4,62,40,63,15,69,80
ENSG00000200982.1,7,3,0,2,4,7
ENSG00000198128.4,47,39,43,16,65,60
ENSG00000290608.1,0,3,2,0,2,7
ENSG00000197067.7,0,0,0,0,0,0
ENSG00000196071.6,37,22,26,6,50,57
ENSG00000177233.2,12,21,14,8,21,34
ENSG00000162727.3,16,14,21,6,36,23
ENSG00000198601.4,18,18,23,8,20,40
ENSG00000228198.3,162,116,109,33,203,206
ENSG00000171180.3,64,59,57,16,103,141
ENSG00000177212.4,42,38,59,20,64,67
ENSG00000177201.3,92,57,77,15,137,134
ENSG00000177186.3,18,10,9,7,37,24
ENSG00000177174.1,15,12,15,10,14,36
ENSG00000196944.5,31,14,18,16,37,48
ENSG00000198104.4,69,49,50,33,85,125
ENSG00000175143.5,63,29,64,17,75,90
ENSG00000227152.6,110,67,85,30,89,165
ENSG00000196240.6,66,49,48,26,84,113
ENSG00000196539.3,27,24,18,9,40,52
ENSG00000229255.1,20,4,10,2,7,19
ENSG00000203661.4,5,4,5,2,5,9
ENSG00000271934.2,9,4,4,3,8,16
ENSG00000188558.7,72,93,72,26,107,111
ENSG00000224521.2,11,12,17,2,17,10
ENSG00000227102.2,2,2,1,3,6,3
ENSG00000182783.6,13,14,24,8,23,40
ENSG00000183310.3,12,29,14,5,9,16
ENSG00000184022.4,23,62,53,25,28,61
ENSG00000201602.1,1,8,4,5,2,2
ENSG00000271701.1,4,21,4,1,9,3
ENSG00000279301.5,34,46,57,20,35,45
ENSG00000177151.5,11,8,18,6,12,29
ENSG00000187701.5,13,24,21,6,28,37
ENSG00000286015.1,2,1,3,2,4,2
ENSG00000189181.5,0,0,0,0,0,0
ENSG00000229703.6,29,39,44,25,67,75
ENSG00000276520.1,8,13,7,7,7,19
ENSG00000242529.1,12,5,10,3,9,18
ENSG00000259823.6,52,48,65,29,50,107
ENSG00000229663.1,46,37,36,14,33,62
ENSG00000175137.11,331,197,291,69,244,340
ENSG00000264500.1,10,4,9,5,9,28
ENSG00000171161.13,289,185,250,90,215,262
ENSG00000171163.16,199,160,182,75,173,303
ENSG00000227237.1,31,27,25,8,54,71
ENSG00000185220.12,79,73,71,21,124,125
ENSG00000200495.1,5,4,2,0,1,2
ENSG00000233084.2,9,11,7,5,4,13
ENSG00000184731.6,91,74,107,28,116,161
ENSG00000227061.2,86,63,83,36,115,152
ENSG00000035115.22,254,208,286,76,275,367
ENSG00000143727.16,270,220,286,61,218,238
ENSG00000189292.17,60,42,51,8,60,61
ENSG00000228643.1,9,9,10,2,6,23
ENSG00000235779.8,57,48,61,20,89,121
ENSG00000277997.1,7,4,30,1,14,6
ENSG00000233684.2,41,30,34,18,62,101
ENSG00000236856.1,24,15,14,12,34,42
ENSG00000226277.2,56,56,52,22,90,124
ENSG00000223985.2,17,31,17,9,25,43
ENSG00000284452.1,39,24,21,22,29,59
ENSG00000225942.1,34,33,30,15,43,70
ENSG00000233633.2,45,33,50,18,74,88
ENSG00000151353.15,238,225,241,95,260,347
ENSG00000233296.2,78,47,57,28,94,132
ENSG00000280360.1,3,10,6,1,12,13
ENSG00000233970.1,18,15,18,14,23,52
ENSG00000227713.2,24,16,23,7,35,50
ENSG00000272342.1,21,12,16,12,16,31
ENSG00000223751.2,65,65,40,18,75,100
ENSG00000231173.1,12,5,12,6,10,21
ENSG00000237667.7,120,122,147,47,168,310
ENSG00000228799.6,33,30,39,19,40,68
ENSG00000234796.1,31,24,37,18,42,58
ENSG00000235688.3,45,42,47,16,81,86
ENSG00000172554.12,100,88,98,40,108,207
ENSG00000235403.1,15,9,13,6,18,21
ENSG00000236665.1,24,10,24,8,14,26
ENSG00000233553.1,27,17,30,15,38,62
ENSG00000231482.3,59,33,32,31,67,94
ENSG00000115705.22,266,211,272,122,277,483
ENSG00000228613.1,33,29,25,10,52,80
ENSG00000283766.1,18,14,32,6,15,42
ENSG00000203635.2,49,40,47,17,51,72
ENSG00000130508.11,485,376,540,209,549,719
ENSG00000186487.21,444,366,475,220,520,777
ENSG00000284600.1,76,70,76,31,90,151
ENSG00000232057.1,109,107,84,38,134,201
ENSG00000225619.1,39,26,40,18,39,76
ENSG00000289941.1,11,15,18,3,15,37
ENSG00000290112.1,4,17,2,1,15,8
ENSG00000234929.3,165,113,134,80,215,290
ENSG00000289608.2,49,39,44,18,52,112
ENSG00000287583.1,82,68,76,34,132,153
ENSG00000237720.2,211,160,189,125,314,412
ENSG00000227364.1,46,33,31,14,44,77
ENSG00000288786.1,30,17,20,13,14,41
ENSG00000228391.1,28,20,18,9,25,32
ENSG00000234423.2,48,63,64,29,95,132
ENSG00000236760.1,45,42,61,35,69,118
ENSG00000226649.1,24,23,25,12,17,31
ENSG00000032389.13,162,133,154,49,170,241
ENSG00000224885.1,21,20,25,9,40,49
ENSG00000171853.16,346,242,318,96,271,342
ENSG00000225234.1,33,42,45,22,40,66
ENSG00000271868.1,12,5,29,6,18,21
ENSG00000182551.14,927,664,727,122,583,550
ENSG00000235078.1,20,22,36,14,34,52
ENSG00000242282.6,1,1,0,0,1,0
ENSG00000286905.1,24,20,19,9,22,37
ENSG00000171865.10,201,133,203,54,138,227
ENSG00000234171.5,154,75,89,47,160,164
ENSG00000287126.1,70,60,68,17,78,88
ENSG00000171863.15,888,891,834,131,652,534
ENSG00000118004.18,110,112,155,51,176,272
ENSG00000237370.1,26,8,12,12,20,18
ENSG00000188765.7,8,11,7,1,6,13
ENSG00000289136.1,22,39,40,22,57,60
ENSG00000151360.10,92,71,76,37,91,153
ENSG00000232718.1,16,19,8,8,20,58
ENSG00000224661.1,13,19,18,8,25,39
ENSG00000214866.9,89,62,102,24,110,163
ENSG00000237401.8,126,107,102,33,129,219
ENSG00000229550.1,17,17,20,2,18,28
ENSG00000291325.1,20,17,30,8,38,48
ENSG00000231821.1,14,12,14,4,25,35
ENSG00000231532.6,38,28,46,13,51,71
ENSG00000252238.1,5,4,1,1,1,6
ENSG00000207192.1,7,5,3,2,11,15
ENSG00000289300.2,8,8,9,3,15,18
ENSG00000228585.1,10,9,10,6,13,23
ENSG00000232835.1,12,7,8,3,24,11
ENSG00000224128.1,16,29,24,3,25,24
ENSG00000230090.5,33,29,27,12,50,70
ENSG00000176887.7,216,178,179,50,265,227
ENSG00000242540.3,49,43,56,23,84,112
ENSG00000236106.3,42,55,33,17,64,112
ENSG00000237266.2,26,19,32,11,52,51
ENSG00000232044.8,301,243,307,85,388,514
ENSG00000276733.1,7,7,6,2,6,13
ENSG00000234275.4,61,49,69,24,90,132
ENSG00000227007.1,48,36,47,10,54,91
ENSG00000226488.2,19,22,7,4,22,27
ENSG00000231610.1,7,3,3,1,12,12
ENSG00000236172.7,117,92,108,56,154,234
ENSG00000286851.1,18,12,16,10,15,28
ENSG00000283394.1,0,0,0,0,0,0
ENSG00000205837.7,73,64,51,31,99,136
ENSG00000225964.6,67,37,44,22,91,111
ENSG00000134326.12,99,82,97,28,150,165
ENSG00000134321.13,115,107,155,44,152,174
ENSG00000271947.1,11,16,9,4,12,10
ENSG00000228203.8,88,59,60,26,129,151
ENSG00000151692.15,254,172,302,70,271,332
ENSG00000223884.7,70,64,81,27,71,134
ENSG00000223145.1,11,12,7,2,16,12
ENSG00000272002.1,11,11,6,1,25,11
ENSG00000213774.3,18,19,23,4,22,27
ENSG00000229727.7,188,136,203,69,226,378
ENSG00000221255.1,3,0,3,1,1,3
ENSG00000287119.1,47,39,43,26,62,113
ENSG00000230515.1,11,11,10,5,11,22
ENSG00000235576.3,36,25,28,19,55,80
ENSG00000232979.1,9,11,12,7,9,19
ENSG00000229405.1,14,7,14,5,31,35
ENSG00000290050.1,11,8,9,2,23,28
ENSG00000290092.1,33,23,30,11,42,52
ENSG00000226506.6,31,35,42,12,54,65
ENSG00000235665.6,82,57,74,26,117,175
ENSG00000286857.1,18,18,23,4,25,33
ENSG00000236790.7,494,384,430,176,585,762
ENSG00000229740.3,28,28,25,7,34,49
ENSG00000289191.2,24,21,36,7,40,38
ENSG00000236008.5,385,335,356,193,467,624
ENSG00000285591.1,103,81,102,36,108,174
ENSG00000231083.1,59,38,26,17,61,57
ENSG00000225642.1,10,9,9,1,6,14
